"","X16058","X16199","X16208","X16061","X16192","X16200","X16216","X16062","X16193","X16202","X16057","X16063","X16194","X16203","X16053","X16064","X16195","X16204","X16198","X16054","X16196","X16205","X16207","X16055","X16197","X16206","X16052","X16201","X16059","X16209","X16060","X16210","X16211","X16212","X16218","X16213","X16214","X16857","X16817","X16859","X16835","X16860","X16839","X17063","X16842","X17065","X16844","X17069","X16848","X16852","X17131","X16846","X16841","X16847","X16853","X17134","X16849","X16843","X16850","X17067","X17136","X16851","X17138","X16855","X17070","X17137","X16854","X17140","X16858","X17072","X16832","X16861","X17145","X18003","X17064","X17132","X16836","X17062","X16833","X17146","X17066","X17073","X16837","X16834","X17143","X17075","X16840","X16838","X16845","X17147","X18018","X17165","X18016","X17156","X17076","X17164","X17133","X17166","X17139","X18004","X18006","X17142","X18007","X17135","X18008","X17150","X18010","X17157","X17141","X18012","X18014","X17155","X18011","X17144","X18015","X17152","X18939","X18936","X18941","X18943","X25998","X18950","X18948","X26007","X16591","X25992","X25993","X26004","X26003","X26018","X18942","X18940","X25996","X18937","X18945","X26008","X26011","X18949","X26017","X26010","X26020","X16589","X26000","X26012","X18944","X26001","X26009","X26006","X26002","X26021","X26013","X26015","X26019","X25994","X26014","X16787","X16588","X25995","X26016","X18938","X26005","X16785"
"Chromohalobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70673142840108e-06,0,0,0,0,0,0,3.60853886652755e-06,0,0,0,2.12487093823676e-06,0,0,2.33716816594234e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19372813127269e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72687380367889e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56702416384489e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35524395852447e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chroococcidiopsis",1.12878136893155e-05,2.27814270521069e-05,2.6328679143765e-06,2.21893118119422e-05,1.53338766972755e-05,7.3980809963882e-06,3.48837385660963e-06,2.65112281878301e-05,2.80677431298895e-05,2.58663447168961e-06,5.30055787516707e-06,3.70659109839631e-05,1.86469700276179e-05,5.66390623160495e-06,3.51357731740841e-05,1.50357437217626e-05,2.32628866254408e-05,3.10040081095855e-06,5.31217734559191e-06,1.43488375901281e-05,4.24978672366628e-05,1.59352374950614e-06,1.69009864161304e-06,1.45573761701407e-05,2.71250394826246e-05,1.8193451544806e-06,3.56935365994814e-05,1.84941005264172e-05,3.76921514470645e-05,1.12404950940913e-05,3.74255565953867e-05,8.92387046109639e-06,2.84361658550748e-05,4.98184083431315e-06,6.77581066132771e-06,1.29740965334238e-05,4.45956954252745e-06,6.21296097294048e-06,4.30513617591083e-05,1.7127637463724e-05,8.17621983625261e-06,1.07220375074957e-05,2.32559774622537e-05,2.19169354320908e-05,1.52607071456485e-05,0,1.5040980887927e-05,2.40434748769731e-06,3.61403918583435e-05,8.8071577053267e-06,5.79770802797587e-06,4.16253646628875e-05,1.07645517976406e-05,5.33408761839937e-05,2.71432545976566e-06,6.80602647011651e-06,8.82442634046114e-05,5.38460541312388e-05,5.65506059730081e-06,2.19355933856424e-06,7.14957088373495e-06,3.09948051681916e-05,2.58413142318167e-05,2.34496003601859e-06,9.41705613903672e-06,1.3136808560679e-05,3.5013839552493e-06,1.13987737710959e-05,8.94708263402113e-06,3.82614491215295e-05,2.62726638116565e-06,4.23622744690274e-06,1.93547847120217e-05,3.50597408995251e-06,7.18884152975573e-06,4.34904694417998e-06,5.69418131816256e-06,3.16561312047148e-06,5.09151049288367e-06,2.3772202622451e-05,1.75418755525691e-06,1.79973233826901e-06,9.90964912305188e-06,2.66780925125742e-06,5.58887554912541e-06,1.38551033293813e-05,1.14691223615178e-05,1.05658163720283e-05,1.83155093749207e-06,2.1873333029537e-05,1.35053537247968e-05,5.79556861278224e-06,7.28663505340873e-06,1.13133647417479e-05,1.37489082712123e-05,2.45581050805083e-05,4.39576346086006e-05,1.13064035358207e-05,2.84157971658256e-05,1.98960716121364e-05,7.30864978702294e-06,1.43815104533842e-05,2.4359983985275e-05,1.44319351115098e-05,1.20117603782571e-05,4.58684984326464e-05,3.44510682864361e-06,1.70974539041561e-05,1.2036428974477e-05,4.82059916568847e-05,1.19156158427794e-05,1.17562021197179e-05,1.26418575794257e-05,6.29972104047768e-05,1.70017729290654e-05,5.34610684557263e-05,2.01159618145402e-06,4.35887707949871e-06,1.30165163864654e-06,1.62421460341501e-06,2.16858156549531e-05,2.02944584994531e-05,7.62214090510076e-06,4.05027885516647e-06,6.60256813490175e-06,3.03378306024093e-06,9.5437062285714e-06,4.80333235985798e-06,9.11994390002077e-06,8.47887825068808e-06,2.69924991219003e-06,4.75161252102014e-06,2.09543025949721e-05,0,0,2.14213184699111e-06,3.98021657620411e-06,2.09604838983892e-06,8.08778481639718e-06,6.40588875882994e-06,1.32640005078217e-05,7.93525126836327e-06,2.25258383433211e-05,3.77591915649203e-06,0,4.05620614926447e-06,3.59887825733087e-06,5.6678956420668e-06,5.71689084469e-06,1.03527354919757e-05,5.19212372138545e-06,2.62344959418197e-06,3.42960975405957e-06,6.10439262702067e-06,8.12292388219226e-06,3.47620818444922e-06,1.55767646805444e-05,7.22388505354103e-06,2.8788645758113e-06,6.43136952249277e-06,2.26912172671087e-06,1.60485589823015e-05
"Chryseobacterium",0.00140278884607064,0.000788708560386901,0.0018425226391052,0.00154236548079317,0.000931965515020583,0.000910880735021849,0.00212359738974598,0.00146925166874807,0.000807020780845907,0.00237279758738034,0.000721016379193212,0.000819648132398749,0.0010050873316895,0.00275599368098667,0.000520619979205842,0.00101563488736592,0.00243341907082749,0.00115392181292843,0.000691236407444818,0.000986132054090174,0.000803665667322506,0.00134076522006678,0.000509499979040684,0.000811379468205749,0.00140026351072907,0.000953109112783505,0.000507967086954301,0.0167247117785557,0.000260699320796159,0.00672531246167397,0.000765786004149816,0.00171688605706801,0.00555609747665075,0.000977079930782168,0.00253965523301495,0.0022891215912895,0.00262100591131092,0.000346383352697725,0.000657971636334844,0.000994997130134526,0.000372982081103613,0.00077761542068461,0.000383340592575814,0.000287539924691754,6.30790424295581e-05,0.000454355346925139,0.000181979719980576,0.00117181726259363,0.000133807119652419,0.00022046142546969,0.00173750217732102,0.000160790399664637,8.27131358159283e-05,0.000122091306785055,0.000513465581914711,0.000148963942703708,0.000272872686397867,5.06744249185507e-05,0.00196244206784619,0.00032720117525436,0.000377890743843029,0.000446206252955528,0.000609500111022513,0.000278877473137076,0.00212762940069188,0.00119559439354581,0.000522175421395867,0.000749669577571763,0.000588239055236926,0.000657201208201838,0.000192109890364459,0.00098845260689371,0.000317945695408786,0.000193698660478899,0.000205988628070496,0.00109466401206042,0.000504059879721564,0.000345756115866558,0.000600444436104938,0.00058491686982095,0.000271982625839863,0.000485980207351555,7.93443980554589e-05,0.000605934028809855,0.000548330149502497,0.000633056540840528,5.37287771330325e-05,0.000147860554949448,2.90436907441531e-05,0.000169600722455026,0.00114981586026812,0.000502522895438174,0.000860033524444051,0.00117820955198248,0.00140339617557454,0.000165552361841667,0.000190816028757495,0.000742567424865401,0.00505665943411136,0.00127850834363072,0.000681579813369358,0.00094824736852171,0.000910309690349024,0.000931407203796166,0.00173720570044547,0.000682505847279043,0.00218077973269689,0.000853178413647861,0.000887836307591731,0.0012956965056468,0.00043985420122773,0.000943400644796387,0.00133450155569904,0.000751012113671734,0.000968678731721252,0.00037000214916923,0.00110298234789082,0.00100528895124959,0.00141141919621176,0.000827657504325267,0.000700786207938841,0.00119541385984511,0.000145181216819781,0.000849834096381626,0.000139194853077953,0.000793228040101556,0.000684631509258867,0.000214579040910038,0.000558622617446147,0.00138150881479681,0.00089504161720056,0.00120455771263443,0.00013768619495637,0.000629954651245533,0.00144400938913815,0.000611717024816573,0.000753191484266201,0.000536903257125886,0.00185200732261922,0.0015036967199768,0.00112909885437341,0.00138337986170566,0.000525525596031331,0.00166113793390832,0.000722727934162234,0.000344596181912452,0.000686570075296962,0.000112675560758837,0.000288784177827054,0.000923640596186881,0.000959505968195274,0.000607336274479148,0.000948883180957431,0.000394789140661062,0.0010491734201182,0.000245006248834569,0.000619900588835974,0.000324418768664696,0.000939726324477635,0.00139881798900821,1.79986648655069e-05,0.000107977493489291
"Chryseoglobus",2.73398309672698e-06,1.88512784937074e-06,0,0,0,3.17867352797796e-06,0,1.04839233089121e-05,0,0,3.11376016113069e-05,7.61509956102154e-06,0,0,5.22760651929606e-05,0,0,6.60729085679242e-06,3.30765257012038e-05,3.08743007745962e-05,1.4873008842139e-06,2.4386449283594e-05,0,0,0,0,3.96907074313294e-05,0,1.07671720519552e-05,1.31696068989926e-05,6.41922813620773e-06,2.55435181726167e-05,4.42863627645976e-06,5.62236969270495e-06,0,7.77776337451227e-06,4.87887580943599e-06,0,5.48460232176928e-06,1.86993452667602e-05,9.93454969356508e-05,2.46220803781952e-05,0,0,2.26038711035081e-06,0,9.25560272484944e-07,4.13470498571367e-05,0,0,1.77854778434794e-06,0,0,6.80720391262954e-06,0,2.56263919276262e-06,0,0,0,1.33826250794363e-06,9.35135903161234e-06,0,3.33371523982919e-06,0,9.34521081308856e-06,1.9018469469651e-05,0,4.07444438785494e-06,1.33703001875488e-05,2.52277692556403e-06,0,5.20414778120405e-06,4.09193698547984e-06,3.7441045450611e-05,0,4.20486081910689e-06,9.84096871543744e-06,3.7733928919569e-06,3.10367319722892e-06,7.04976002616871e-06,1.66328922910211e-05,1.17651644930787e-06,0,1.76278935152916e-05,1.23574484070912e-06,1.89971710046179e-06,1.60485719659693e-06,0,0,4.75846276274295e-06,3.20908692400807e-05,3.93732565029855e-06,4.92919618253525e-05,3.0134631488614e-06,1.0345351790335e-05,1.02265962249777e-05,0,6.39534500094661e-06,8.0547315289826e-06,2.95960853117024e-05,9.38533494579877e-05,3.9196246985482e-06,2.84510663267585e-05,6.80551335135127e-06,8.4975691996703e-05,6.0384749666786e-06,0.000121024120402978,4.23943912534404e-06,7.42293725852257e-06,5.28808490242564e-05,1.51336629852576e-05,4.54598080648214e-06,9.79856525250606e-05,1.74867905876825e-06,4.45590099628704e-05,0,0,0,0,0,3.79261563943672e-06,9.43979789123006e-06,0,1.02104499619416e-05,1.07966347719926e-05,0,0,0,3.28834502354412e-05,5.83929103221148e-06,0,0,0,5.09304920047212e-06,1.20799399563406e-05,2.55845928979578e-06,1.35946382746645e-06,2.00784219238799e-05,4.53824345342174e-06,4.06710056400792e-06,9.73087387009958e-07,1.4697694872327e-06,3.24406939449962e-06,1.79307570197513e-06,0,2.19744980090739e-06,4.85338971354384e-06,0,8.15922765403765e-06,0,3.03499684787792e-06,1.59348776192739e-05,3.35062742683759e-06,0,4.55815435771902e-06,0,0,5.40355569909919e-06,3.95998674853215e-06,0,0,0
"Chryseolinea",5.26651745341676e-06,1.40287910875377e-05,1.22912493474542e-05,1.23876931736874e-05,1.39216347727e-05,0.000184081684763084,6.41484549203148e-06,3.49347574821703e-05,9.04268223523737e-06,1.8794074809612e-05,1.5434461571895e-05,5.32809171895487e-06,8.29595967115689e-06,2.69966323629458e-05,5.78824395186389e-06,5.91719262164314e-06,2.25736857689927e-05,1.67029207472638e-05,3.01019586262689e-05,7.50555905156596e-06,5.16504963049235e-05,4.07148818964849e-06,5.4744125955285e-06,3.44768284929645e-05,1.71509653899501e-05,1.08665870301074e-05,6.83378101629629e-06,8.32484280982837e-06,1.79308790229208e-05,2.23958056675745e-05,9.48642923662064e-06,1.71819971659617e-05,1.37018325847942e-05,7.35733843761245e-06,1.48881943132681e-05,7.09596208905124e-06,6.5414735594873e-05,4.82848956538552e-06,5.58411799818998e-06,1.10897685376989e-05,3.77566440456424e-06,7.84988442904361e-06,9.45444987865214e-06,9.91889648970253e-06,6.02973927708853e-06,0,8.68914992406831e-06,8.35818776328291e-06,2.16890820252933e-06,1.32593896716891e-05,3.62059826956364e-06,1.37270627522378e-06,1.20171814591573e-05,1.97523774003917e-05,1.31016123013151e-05,3.35784338540212e-06,9.86444430743827e-06,4.59182026643092e-06,6.61376653458679e-06,3.45156397266729e-06,5.2795702128157e-06,1.83318776949497e-05,7.11245666266088e-06,1.05453921409522e-05,9.25069380203515e-06,6.5196417739773e-06,1.37214286980251e-05,5.90699092375827e-06,1.87523616696088e-05,1.45374097976641e-05,8.31404957510893e-06,1.28766071254916e-05,9.53345261541279e-06,1.57276616090252e-06,2.6384959728636e-06,4.33311443081172e-06,4.42302397676571e-05,1.73148792715388e-05,1.12896861625862e-05,5.40250323907082e-06,8.26838386562695e-06,6.19444440051221e-06,1.1495803864175e-05,1.05369323790449e-05,1.039424534342e-05,2.11518391280062e-06,9.74528762049008e-06,1.67290577909639e-05,3.24147601032932e-06,4.04065300993294e-06,1.1497565782408e-05,1.15244825627376e-05,6.88750748811454e-06,4.1478415531868e-05,6.86190337122568e-06,1.14615511175937e-05,0,1.12468746341251e-05,1.22622258606971e-05,1.42605670438005e-05,3.96564283118655e-06,1.68779114397234e-05,2.88532044696761e-06,1.02903160262838e-05,6.83156512243795e-06,1.76920292858688e-05,1.20838356132474e-05,3.41074298772559e-05,6.29347514387431e-06,1.02285694518142e-05,9.57465214681906e-06,1.30236072000264e-05,9.93071160681991e-06,5.81357256953448e-06,8.46192870505748e-06,1.84103264490017e-06,4.36756028567727e-06,7.21128294636868e-06,4.65450734451639e-06,7.95045897531991e-06,6.41743840276532e-06,4.54883737402767e-05,1.37431486361946e-06,1.57357112589173e-05,7.07338744825892e-06,5.91766607250101e-06,9.25489760553838e-06,5.1865639467677e-06,8.90365258607139e-06,1.44016933277474e-05,7.78977828233331e-06,1.12837196330422e-06,1.79307570197513e-06,8.17060583139496e-06,4.24840294842095e-06,1.83518798543376e-05,1.79775710458247e-05,1.20756569279757e-05,1.88608763560701e-05,6.71119021291315e-06,1.351000493808e-05,1.06346000938758e-05,1.32157812070782e-05,3.89342351388499e-05,4.34365929739807e-06,6.18920836823656e-06,9.30120243287566e-06,7.5336333264758e-06,4.21547771009414e-06,1.29854594334247e-05,2.29467419928884e-05,1.03394269839857e-05,1.15202257461545e-05,2.1072344722039e-05,1.7331656471631e-05,1.21152996290668e-06,1.87830708471425e-05,9.48462634452277e-06,1.42667822348082e-05,3.44984180907195e-06,0,4.26542487826122e-06
"Chthonomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34143754225528e-06,0,0,0,4.90252241151352e-07,0,0,0,9.66651883676368e-07,0,2.16085659596749e-06,0,0,0,0,0,2.33108668378942e-06,0,0,0,1.1013033925651e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45092670130364e-06,0,0,0,0,2.23054103879518e-06,0,0,0,0,0,1.83532812087911e-06,2.88199941591479e-06,0,0,1.46209370243626e-06,1.83933387910457e-06,0,0,0,0,0,0,0,0,0,1.00330763163214e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88170014241665e-06,0,0,0,0,0,1.74815344008918e-06,0,0,9.18851005218823e-07,0,0,0,0,1.9674938535492e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48713848045702e-06,0,0,4.45975627431961e-06,0,0,0
"Ciceribacter",0,0,0,0,0,2.74230116088464e-06,0,1.17721542611609e-05,5.32945462731497e-06,0,0,2.43767237390774e-06,1.02356335903718e-05,0,4.93696117697154e-05,3.19532397709336e-06,9.91662334161323e-06,0,3.32618054687802e-06,3.55310558367237e-06,0,0,0,4.64877045002422e-06,6.88574144926168e-06,2.99243759426178e-06,0,6.69948109727451e-06,0,4.16714404978649e-06,7.35168748089622e-06,9.55760196793148e-06,8.73440820087674e-06,1.42453961804938e-06,0,9.72385468185371e-06,0,3.75836965912661e-06,0,9.16593884747485e-06,0,7.21526830696726e-06,5.13927433446397e-06,6.39662966503434e-06,7.08940482731296e-06,0,5.49881282041159e-06,1.61090216676819e-05,4.00015592764675e-06,7.20705622695424e-06,6.65542918434478e-06,0,4.3271333954963e-06,8.66622886162344e-06,2.58423872799794e-05,7.81962289682399e-06,8.11737765409092e-06,4.75420285038232e-06,6.39815418173514e-06,0,9.59843817785482e-06,0,0,5.58625494919138e-06,6.39534500094661e-06,0,4.22801218738606e-06,0,1.30654156618273e-05,0,0,2.00050765175824e-05,0,5.29942686082288e-06,1.05200896814093e-05,0,0,6.25718758044306e-06,0,0,3.45364114106729e-06,9.02829613626786e-06,0,0,0,0,0,0,0,0,1.63646937746187e-05,3.87571504635632e-06,7.42414499594666e-06,0,0,4.9036724035307e-06,0,7.95045897531991e-06,0,1.05598010468499e-05,9.70104609613737e-06,8.106275497018e-06,1.38457796859536e-05,5.8376976120618e-06,1.94509712387586e-05,0,1.16516935076984e-05,0,0,3.1500383975576e-06,7.95677342751463e-06,5.03667482757224e-06,5.49362450226846e-06,0,1.14919916179006e-05,0,0,0,0,0,1.30809262968019e-05,0,0,3.41473565144086e-06,0,0,0,6.09923094600252e-06,2.07158087435798e-05,1.93864255949731e-06,0,0,5.55379047157235e-06,0,0,5.29660951707116e-06,3.99902229309018e-06,9.82682212281102e-06,0,0,2.56208957193248e-06,2.57671673036406e-06,1.76686709369654e-05,5.94609272336993e-06,0,0.000212287749363879,3.33571965585637e-06,0,1.34348421780669e-05,0,2.31516923578424e-05,2.96005095497493e-06,3.27472092282509e-06,0,3.9181959058771e-06,0,0,2.02919780979156e-05,1.57564939684376e-05,0,0,0
"Citricoccus",0,2.04712671807436e-05,0,0,0,9.05012227292858e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47736273248522e-06,0,4.83063892277201e-06,0,0,0,8.19198589191084e-06,0,0,0,0,0,0,0,2.60330327729307e-06,0,0,0,0,0,0,0,0,0,0,0,6.41071854145131e-06,0,0,0,0,0,5.72762873161079e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.40732498094045e-05,0,0,8.88580709006342e-06,0,0,0,0,7.07338744825892e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00546836082602e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6015244933531e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter",7.37135626624073e-05,0.000231442357404777,0.000280839883394887,4.26164388424178e-05,7.34659969878018e-05,0.00070791183594534,7.08875029619829e-05,0.000108639896639139,6.87100022252992e-05,0.00057281894461136,0.000327258552429624,2.28943867186508e-05,9.08172209608719e-05,0.000599232544769235,5.46147112804538e-05,2.62318861922714e-05,0.000302594795625952,0.000126686369070456,0.000128963600996549,0.000156071803686092,0.000155299526252348,0.000163483092785205,2.84719645484021e-05,7.43880382432609e-05,0.000524079160345382,4.72793237563672e-05,0.000103298144249231,0.000185461580240289,7.44688562788848e-05,0.000241943861085504,4.4432272183023e-05,0.000281652438002762,0.000325017716944356,0.000388746966870678,0.000202281319012289,0.0001174504204174,0.00014243275539955,0.00030814065975314,0.000454028447761784,5.86236601452315e-05,0.000298080132590335,0.000162218335466325,0.00108162541246168,0.000161714225312651,0.000455850180670007,0,0.000511380369003921,0.000569261419921893,0.000350114963979156,0.000427814984976922,0.000288474417726328,0.000184370757762582,0.000749438627602486,0.000302203521418942,0.000231602790943917,0.000475837288094158,0.000153789563453332,8.6733711565245e-05,0.000207393336369915,6.83432309670169e-05,0.000293136248890065,0.000877777395854606,0.000423225423225423,0.000391761729284592,0.000464531433445679,7.35537578557425e-05,0.000250289498373186,7.2599682689509e-05,0.000140009046738405,0.000543430616856961,0.00015502892023794,6.47268319364902e-05,0.000317537808917943,0.000239847270796222,1.88719115968574e-05,1.87069622948704e-05,0.000139148847318497,0.00130015519658369,0.000163947679024721,0.000282765962925393,0.000101736381170703,3.44664064492964e-05,0.00189270499166824,0.000393098325798769,0.00011838560290369,3.52257634097605e-05,0.000503249072428477,0.000651117638325003,6.19731789495154e-05,5.05906004902811e-05,0.000102620905702375,8.19009514160523e-05,0.00084289776143968,0.000261421654035366,7.57668347332415e-05,0.000116826005426061,0.00252377284554825,0.000132276943633415,0.00043652534456441,0.000317171574057948,9.81499937392834e-05,0.000353638560902344,0.000223583189910268,0.000572073207598925,8.45527548390036e-05,0.000896193450291661,0.000289383912910315,7.65515267083554e-05,8.46212945717534e-05,0.000549674353813187,3.64826580977425e-05,0.000139791918796925,0.000397912131638696,0.000912125429625859,0.000298629691778599,0.000449943004431688,0.000917218685653559,0.000413888394020614,0.000187815399453606,6.63265973186304e-05,5.52252661652975e-05,0.000733351435882291,0,0.00492863865655999,8.44835151300546e-05,0.00774696829484935,0.003450429178617,0.000128719131070148,0.00157585852649047,0.000187535672725189,4.85750270219055e-05,0.000276908314808501,0.00019412879715482,2.67639173963551e-05,1.00042471021672e-05,0.000715740860120355,0.00179294791067714,9.89548706535406e-05,0.000385218792441448,9.93943125595768e-05,0.000181198125008754,0.00411751837430261,0.00016552675899603,0.000564729874942216,2.65758150633745e-05,0.000115764284720202,0.0011255468918102,0.000377857439211897,0.000138885587587828,0.000286641971951381,0.0009880857621715,0.000383423703757743,0.000699977760759745,0.0029408906357982,0.00206735249285683,0.000235317859113053,0.000359116554021528,0.00032013860118263,0.00044912427060007,2.09881120523903e-05,0,0.000550315071910163
"Citromicrobium",0,0,0,0,1.53402843229658e-05,0,0,0,2.31998627100947e-05,0,0,0,0,0,0,0,0,0,1.00731927924471e-05,0,0,0.000124242246538363,0,0,1.85846111424036e-05,2.89393435296943e-05,4.38882975610759e-05,0,2.89286688951959e-05,0,2.65211521374232e-05,0,1.16483809803748e-05,0,0,1.80302736133217e-05,0,5.50180657681531e-05,0,0.000126807974300251,0,5.98231965465215e-05,2.7779780346289e-05,4.46038465682858e-05,2.48832343315294e-05,0,3.43809307105476e-05,0,6.08681900799994e-05,4.85196386536786e-05,0,0.000138308961838374,7.24782884891688e-05,2.28024461734577e-05,6.45893936170738e-05,0,2.01173166536578e-05,0.000151758057653516,4.42016073143971e-05,0,3.58516883480559e-05,0.000118571173681535,0,6.0677850291241e-05,0,0,8.82149533606079e-05,0,7.2956479473162e-05,0,0,0.000105411715100369,0,2.55018197526983e-05,0,0,0,4.88613128788223e-05,4.66731867355027e-05,0,3.82204439941577e-05,0,4.06329537171075e-05,0,1.14987908743544e-05,0,6.58471129100258e-05,5.89315957907467e-05,3.41861576828926e-05,0,4.39647215123011e-05,0,5.7661270460334e-05,0,4.87938475680202e-05,0,3.5790324175335e-05,0,0,3.28439677887813e-05,3.42024227989809e-05,0,4.2249699171056e-05,2.44264604929292e-05,2.72851124899327e-05,3.27208583573534e-05,0.00010265455873682,0,0,3.5849477263408e-05,4.80642495139069e-05,0,0.000400823023274457,1.629370754976e-05,0.000153861591464027,3.42330113191129e-05,0,0,0,0,6.34420860529227e-05,5.47656927753276e-05,0.000114884570592518,1.64172260138129e-05,8.1305953058995e-05,9.64203362247676e-05,4.04905159360795e-05,5.63459959690074e-05,3.58576679158516e-05,0,0,0,0.000102789042621526,0,0,1.9980122339826e-05,0,1.10852656248151e-05,0,0,0,0,6.08555879158851e-05,0.000137617792808082,0,3.20605395413321e-05,0,2.99356249219022e-05,2.32191318374869e-05,0,0,0,0,8.23010049411753e-05,0,4.44395446603349e-05,0,5.88823613313245e-05,0,0,0,1.52147755757208e-05
"Clavibacter",1.63513691984799e-05,1.3115522220548e-05,2.62251072973476e-05,3.65399759779126e-05,3.19228129912201e-05,1.24922307933873e-05,1.76278935152916e-05,9.73617147225367e-06,1.13983026027707e-05,2.48752865472525e-05,9.44241073691555e-05,1.76872422666257e-05,2.29525850908778e-05,1.02647561542346e-05,1.24025757984404e-05,2.47777776020489e-05,1.49557059980529e-05,1.45601247419529e-05,5.70007002703677e-05,1.21487486273677e-05,1.4820958256162e-05,2.13140588151539e-05,0,1.86421036594633e-05,4.25932550575571e-05,3.24126072076995e-05,6.88750748811454e-06,3.56053655450548e-05,2.73103754174782e-05,1.97187976216665e-05,1.74288052930811e-05,7.42293725852257e-06,3.80129001681611e-05,3.1576969882701e-05,2.23430120488803e-05,3.2505607217245e-05,1.09292441173016e-05,5.7955836487655e-05,3.73407139078711e-05,5.30760878576065e-05,7.13383066324243e-06,5.495085924669e-05,0,3.13752748353401e-05,0,0,1.59450862419362e-05,1.88249016537307e-05,1.02980075750228e-05,2.72279038535236e-05,2.79847381267469e-05,0,1.10015628143115e-05,2.61897472128185e-05,1.72957791098919e-05,1.80328910184668e-05,1.29347281281832e-05,0,3.10025066881136e-05,9.99605755490035e-06,0,2.863415512278e-05,1.89065215407936e-05,2.50407820923896e-05,2.26344501033836e-05,8.69786721713666e-06,3.24994970982992e-05,1.20880195861734e-05,2.49044310769504e-05,3.24570437093244e-05,2.17323801883071e-05,9.15465342783024e-05,1.75675591202253e-05,0,3.96639888566708e-05,0,1.75311383359201e-05,8.6415009698423e-05,0.000189700966622904,2.23024922234731e-05,4.90749156934582e-05,0,0,2.42001743986552e-05,2.5177675242197e-05,0,0,1.68130410016268e-05,0,1.15561319538791e-05,3.49654088077576e-05,1.18249886892751e-05,7.24147280100114e-06,2.33125673764559e-05,7.6305559015172e-06,1.60664337081173e-05,4.19898013177823e-06,7.06211252025705e-06,0.000139215470039568,1.36264624910561e-05,1.35764702742033e-05,0.000295421413450433,0,5.16588435108688e-05,1.40807480520125e-05,3.62360579063022e-05,5.52553724273839e-05,1.04588467075781e-05,1.24439395067353e-05,1.96689750072891e-05,4.54154525453936e-06,1.24716213717709e-05,1.1372349269985e-05,2.84363774705483e-05,2.77502431085916e-05,0,0,0,0,0,1.7250680305008e-05,2.68338169518979e-05,0,1.99796227435881e-05,0.000109122206625204,0.000105375136923075,2.19573530645377e-05,4.90678188297176e-05,6.13051066165019e-05,6.55955475160628e-06,0,0,0.000204883888844319,0,6.83573065295669e-06,1.76808573855766e-05,1.91480123374329e-05,0,1.09671618592365e-05,3.10424723474024e-05,2.72845702288256e-05,2.00339869393901e-05,5.22988457693923e-05,2.62096258256032e-05,1.84587932130155e-06,3.71262910807296e-05,2.05802427954144e-05,4.02006837744108e-06,1.21585600645591e-05,2.03895508649205e-05,3.31062246323554e-05,9.81914808155469e-06,2.21949996917361e-05,4.36222925310937e-05,6.13648441353414e-06,5.65289477301288e-05,5.65668237087397e-06,5.97422799880057e-05,1.75798457133693e-05,0,0,1.23012108942968e-05
"Cloacibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23424029424289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
